Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.009    0.003 datetimes.py:346(union_many)
      121    0.000    0.000    0.000    0.000 datetimes.py:474(_box_func)
      121    0.001    0.000    0.001    0.000 datetimes.py:476(<lambda>)
      964    0.000    0.000    0.000    0.000 datetimes.py:478(dtype)
      400    0.000    0.000    0.001    0.000 datetimes.py:500(tz)
        3    0.000    0.000    1.818    0.606 datetimes.py:530(to_datetime)
       17    0.000    0.000    0.000    0.000 datetimes.py:549(__array__)
      127    0.000    0.000    0.000    0.000 datetimes.py:55(tz_to_dtype)
        1    0.000    0.000    0.000    0.000 datetimes.py:56(DatetimeDelegateMixin)
       17    0.000    0.000    0.003    0.000 datetimes.py:579(astype)
        3    0.000    0.000    0.062    0.021 datetimes.py:611(_format_native_types)
        6    0.000    0.000    0.001    0.000 datetimes.py:637(get_value)
        3    0.001    0.000    0.001    0.000 datetimes.py:66(should_cache)
       14    0.000    0.000    0.002    0.000 datetimes.py:679(get_loc)
       20    0.000    0.000    0.000    0.000 datetimes.py:73(_field_accessor)
        1    0.000    0.000    0.000    0.000 datetimes.py:82(DatetimeIndex)
       18    0.000    0.000    0.000    0.000 datetimes.py:869(inferred_type)
        1    0.000    0.000    0.004    0.004 decimal.py:2(<module>)
        1    0.000    0.000    0.003    0.003 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.015    0.015 defchararray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1810(chararray)
        1    0.000    0.000    0.024    0.024 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
        1    0.000    0.000    0.002    0.002 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:209(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:479(Bytecode)
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:14(detect_console_encoding)
        1    0.000    0.000    0.000    0.000 docstrings.py:1(<module>)
       36    0.000    0.000    0.001    0.000 docstrings.py:7(_make_flex_doc)
        1    0.000    0.000    0.000    0.000 dtype.py:1(<module>)
       34    0.000    0.000    0.000    0.000 dtype.py:182(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtype.py:23(SparseDtype)
        1    0.000    0.000    0.029    0.029 dtypes.py:1(<module>)
       54    0.000    0.000    0.000    0.000 dtypes.py:1072(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:108(PandasExtensionDtype)
      294    0.001    0.000    0.003    0.000 dtypes.py:1124(is_dtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:156(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 dtypes.py:164(CategoricalDtype)
       15    0.000    0.000    0.000    0.000 dtypes.py:19(register_extension_dtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:221(__init__)
       54    0.000    0.000    0.000    0.000 dtypes.py:334(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:363(_finalize)
        1    0.000    0.000    0.000    0.000 dtypes.py:45(Registry)
        1    0.000    0.000    0.000    0.000 dtypes.py:497(validate_ordered)
        1    0.000    0.000    0.001    0.001 dtypes.py:609(DatetimeTZDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:61(__init__)
       15    0.000    0.000    0.000    0.000 dtypes.py:64(register)
       54    0.000    0.000    0.000    0.000 dtypes.py:715(construct_from_string)
     1278    0.003    0.000    0.006    0.000 dtypes.py:75(find)
        1    0.000    0.000    0.000    0.000 dtypes.py:780(PeriodDtype)
       54    0.000    0.000    0.000    0.000 dtypes.py:867(construct_from_string)
      389    0.001    0.000    0.003    0.000 dtypes.py:917(is_dtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:973(IntervalDtype)
        1    0.000    0.000    0.000    0.000 easter.py:2(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.016    0.016 engines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 engines.py:100(NumExprEngine)
        1    0.000    0.000    0.000    0.000 engines.py:117(PythonEngine)
        1    0.000    0.000    0.000    0.000 engines.py:16(NumExprClobberingError)
        1    0.000    0.000    0.000    0.000 engines.py:39(AbstractEngine)
        1    0.000    0.000    0.003    0.003 enum.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:117(EnumMeta)
        8    0.000    0.000    0.000    0.000 enum.py:119(__prepare__)
       36    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        8    0.001    0.000    0.005    0.001 enum.py:129(__new__)
        8    0.000    0.000    0.000    0.000 enum.py:146(<dictcomp>)
        8    0.002    0.000    0.002    0.000 enum.py:171(<setcomp>)
       18    0.000    0.000    0.000    0.000 enum.py:192(<genexpr>)
       88    0.000    0.000    0.000    0.000 enum.py:20(_is_dunder)
      155    0.001    0.000    0.003    0.000 enum.py:278(__call__)
       95    0.000    0.000    0.000    0.000 enum.py:28(_is_sunder)
        7    0.000    0.000    0.000    0.000 enum.py:327(__getattr__)
        3    0.000    0.000    0.000    0.000 enum.py:352(__members__)
       81    0.000    0.000    0.001    0.000 enum.py:368(__setattr__)
        2    0.000    0.000    0.002    0.001 enum.py:381(_create_)
        2    0.000    0.000    0.002    0.001 enum.py:434(_convert_)
        1    0.000    0.000    0.000    0.000 enum.py:44(auto)
        2    0.000    0.000    0.000    0.000 enum.py:451(<listcomp>)
       11    0.000    0.000    0.000    0.000 enum.py:457(<lambda>)
       18    0.000    0.000    0.000    0.000 enum.py:473(_get_mixins_)
       16    0.000    0.000    0.000    0.000 enum.py:484(_find_data_type)
        8    0.000    0.000    0.000    0.000 enum.py:505(_find_new_)
        1    0.000    0.000    0.000    0.000 enum.py:51(_EnumDict)
        1    0.000    0.000    0.000    0.000 enum.py:551(Enum)
      153    0.000    0.000    0.001    0.000 enum.py:557(__new__)
        8    0.000    0.000    0.000    0.000 enum.py:58(__init__)
       95    0.001    0.000    0.001    0.000 enum.py:64(__setitem__)
       55    0.000    0.000    0.000    0.000 enum.py:654(name)
       23    0.000    0.000    0.000    0.000 enum.py:659(value)
        1    0.000    0.000    0.000    0.000 enum.py:665(IntEnum)
        1    0.000    0.000    0.000    0.000 enum.py:672(Flag)
        1    0.000    0.000    0.000    0.000 enum.py:782(IntFlag)
        5    0.000    0.000    0.000    0.000 enum.py:785(_missing_)
        5    0.000    0.000    0.000    0.000 enum.py:792(_create_pseudo_member_)
        7    0.000    0.000    0.000    0.000 enum.py:822(__or__)
       56    0.000    0.000    0.002    0.000 enum.py:828(__and__)
        6    0.000    0.000    0.000    0.000 enum.py:847(_high_bit)
        5    0.000    0.000    0.000    0.000 enum.py:864(_decompose)
        5    0.000    0.000    0.000    0.000 enum.py:881(<listcomp>)
        9    0.000    0.000    0.000    0.000 enum.py:893(<lambda>)
       10    0.000    0.000    0.000    0.000 enum.py:899(_power_of_two)
        1    0.000    0.000    0.023    0.023 eval.py:3(<module>)
        1    0.000    0.000    0.038    0.038 ewm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ewm.py:30(EWM)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(AmbiguousTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(NonExistentTimeError)
        1    0.000    0.000    0.002    0.002 expanding.py:1(<module>)
        1    0.000    0.000    0.002    0.002 expanding.py:10(Expanding)
        1    0.000    0.000    0.000    0.000 expanding.py:252(ExpandingGroupby)
        1    0.000    0.000    0.004    0.004 expr.py:1(<module>)
        5    0.000    0.000    0.000    0.000 expr.py:104(_compose2)
        2    0.000    0.000    0.000    0.000 expr.py:109(_compose)
        2    0.000    0.000    0.000    0.000 expr.py:148(_is_type)
      152    0.000    0.000    0.000    0.000 expr.py:160(<lambda>)
      153    0.000    0.000    0.000    0.000 expr.py:161(<genexpr>)
       14    0.000    0.000    0.001    0.000 expr.py:166(_filter_nodes)
      128    0.000    0.000    0.001    0.000 expr.py:168(<genexpr>)
      119    0.000    0.000    0.000    0.000 expr.py:172(<lambda>)
      162    0.000    0.000    0.000    0.000 expr.py:230(_node_not_implemented)
        3    0.000    0.000    0.000    0.000 expr.py:241(disallow)
        3    0.000    0.000    0.000    0.000 expr.py:250(disallowed)
       22    0.000    0.000    0.000    0.000 expr.py:262(_op_maker)
        1    0.000    0.000    0.000    0.000 expr.py:286(add_ops)
        1    0.000    0.000    0.000    0.000 expr.py:289(f)
        1    0.000    0.000    0.000    0.000 expr.py:303(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:710(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:728(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:734(Expr)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
       10    0.000    0.000    0.000    0.000 extension.py:105(wrapper)
        6    0.000    0.000    0.000    0.000 extension.py:115(_make_wrapped_comparison_op)
       16    0.000    0.000    0.000    0.000 extension.py:135(make_wrapped_arith_op)
        1    0.000    0.000    0.000    0.000 extension.py:194(ExtensionIndex)
      130    0.000    0.000    0.009    0.000 extension.py:208(__getitem__)
       12    0.000    0.000    0.056    0.005 extension.py:238(take)
       55    0.000    0.000    0.000    0.000 extension.py:24(inherit_from_data)
       17    0.000    0.000    0.010    0.001 extension.py:285(astype)
        3    0.000    0.000    0.002    0.001 extension.py:48(cached)
       67    0.000    0.000    0.000    0.000 extension.py:57(fget)
       10    0.000    0.000    0.000    0.000 extension.py:92(inherit_names)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1474(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1504(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1522(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:217(_fromnxfunction)
       10    0.000    0.000    0.000    0.000 extras.py:237(__init__)
       10    0.000    0.000    0.000    0.000 extras.py:241(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:272(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:290(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:303(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:328(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        1    0.000    0.000    0.007    0.007 financial.py:1(<module>)
        1    0.000    0.000    0.009    0.009 fnmatch.py:1(<module>)
        1    0.000    0.000    0.002    0.002 fnmatch.py:38(_compile_pattern)
        1    0.000    0.000    0.002    0.002 fnmatch.py:48(filter)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        2    0.000    0.000    0.016    0.008 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format.py:1175(GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1273(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1439(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1446(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:1477(ExtensionArrayFormatter)
        3    0.002    0.001    0.003    0.001 format.py:1574(_is_dates_only)
        3    0.000    0.000    0.003    0.001 format.py:1637(_get_format_datetime64_from_values)
        1    0.000    0.000    0.000    0.000 format.py:1653(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 format.py:166(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1667(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:1808(EngFormatter)
        1    0.000    0.000    0.000    0.000 format.py:229(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 format.py:390(TextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:404(EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:451(TableFormatter)
        1    0.000    0.000    0.001    0.001 format.py:527(DataFrameFormatter)
        7    0.000    0.000    0.000    0.000 fractions.py:302(_operator_fallbacks)
        1    0.000    0.000    0.003    0.003 fractions.py:4(<module>)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
